archivo,clase_real,clase_predicha,prob_Black_rot,prob_Esca,prob_Healthy,prob_Leaf_blight,correcto
003d09ef-e16c-4e8a-badf-847d46cb3dc0___FAM_B.Rot 3184.JPG,Black_rot,Black_rot,0.9979534902426037,0.0015724703113267396,0.00010523260356251773,0.0003688068425070867,True
00cab05d-e87b-4cf6-87d8-284f3ec99626___FAM_B.Rot 3244.JPG,Black_rot,Black_rot,0.9987365105540281,0.0003485214001193762,0.0002332339350186954,0.0006817341108337932,True
00cff577-afd4-4e36-ac9c-a52aa6ae5949___FAM_B.Rot 0508.JPG,Black_rot,Black_rot,0.9996229361203014,1.54367313756837e-05,0.0001157454441100154,0.0002458817042128335,True
02e135dd-a02e-40a5-a049-4b5fa978445c___FAM_B.Rot 3063.JPG,Black_rot,Black_rot,0.999122586428826,0.0003446334029198407,8.299143240446287e-05,0.0004497887358496508,True
045e07eb-5005-4943-90f2-bd62525b1076___FAM_B.Rot 3524.JPG,Black_rot,Black_rot,0.9998209146965175,2.0451009807692647e-05,3.501900049760909e-05,0.00012361529317729173,True
04af92d1-7da1-49a8-aba6-f7110b52a90f___FAM_B.Rot 3546.JPG,Black_rot,Black_rot,0.6830458641578369,0.31552654395113033,0.0006921539446887677,0.0007354379463440984,True
06334f9c-abb5-4ded-b731-3588a818ec85___FAM_B.Rot 3497.JPG,Black_rot,Black_rot,0.9998251247999406,1.1065598454385547e-05,4.9142985565551125e-05,0.00011466661603942745,True
08a7300a-1e67-4441-9521-9168d47cd665___FAM_B.Rot 3020.JPG,Black_rot,Black_rot,0.9920356721389033,0.0029747508720531796,0.00117482552036864,0.003814751468674686,True
0aff8add-93ad-4099-97ae-23515744e620___FAM_B.Rot 0748.JPG,Black_rot,Black_rot,0.998558171411893,0.0001818468123198215,0.0007863945632681014,0.0004735872125190315,True
0baabe1e-b188-4c55-8f61-0f484f90c73b___FAM_B.Rot 3532.JPG,Black_rot,Black_rot,0.9990100061510183,0.000783443448478219,0.0001364374760218478,7.011292448134896e-05,True
0bc6da94-2f94-4e4f-8858-b1a855dffbdf___FAM_B.Rot 3420.JPG,Black_rot,Black_rot,0.8947174482175337,0.10185785590103925,0.0024909499567703874,0.0009337459246565047,True
0cf5d61f-fb1a-4533-b0aa-f174d2acdc82___FAM_B.Rot 0721.JPG,Black_rot,Black_rot,0.9997033188422164,7.1710059808216e-05,5.8107858933719924e-05,0.0001668632390416425,True
0d2c5ad5-1a2d-44f9-9be5-1aef9a51fb95___FAM_B.Rot 3469.JPG,Black_rot,Black_rot,0.9992300131828906,7.189380502652345e-05,8.599654472132696e-05,0.0006120964673616437,True
0d907173-6ef8-4fbd-b682-f0a7a5263de0___FAM_B.Rot 3298.JPG,Black_rot,Black_rot,0.9972481569606019,6.978701215055575e-05,0.001943420056104206,0.0007386359711431385,True
0e143d33-adc0-41af-92e2-d0bb712d7b72___FAM_B.Rot 5047.JPG,Black_rot,Black_rot,0.9997062934263969,0.00014589827439240348,6.048087006049432e-05,8.732742915008064e-05,True
